file,dontrun_n,donttest_n,examples_block
mrm_qq_plot.Rd,0,0,1
mrm_random_latin.Rd,0,0,1
mrm_rcbd.Rd,0,0,1
mrm_response_surface.Rd,0,0,1
mrm_samples.Rd,0,0,1
mrm_siu.Rd,0,0,1
mrm_siu_case_to_decision_km.Rd,0,0,1
mrm_siu_outcome_classifier.Rd,0,0,1
mrm_siu_per_service_rate.Rd,0,0,1
mrm_spatial_spillover.Rd,0,0,0
mrm_spatial_spillover_decomposition.Rd,0,0,1
mrm_standardised_difference.Rd,0,0,1
mrm_synthetic_area_exposure.Rd,0,0,1
mrm_synthetic_exposure.Rd,0,0,0
mrm_threshold_coefficient.Rd,0,0,0
mrm_threshold_specific_ordinal.Rd,0,0,1
mrm_tps.Rd,0,0,1
mrm_tps_kulldorff_scan.Rd,0,0,1
mrm_tps_levy_scaling.Rd,0,0,1
mrm_tps_lisa.Rd,0,0,1
mrm_tps_load_hawkes_refit.Rd,0,0,1
mrm_tps_moran_clustering.Rd,0,0,1
mrm_tps_neighbourhood_recurrence_km.Rd,0,0,1
mrm_tps_polygon_moran_per_year.Rd,0,0,1
mrm_two_treatment_test.Rd,0,0,1
mrm_twoprop_test.Rd,0,0,1
mrm_uof.Rd,0,0,0
mrm_uof_data_quality_audit.Rd,0,0,0
mrm_uof_demographic_disparity.Rd,0,0,0
mrm_uof_force_concentration.Rd,0,0,1
mrm_uof_region_locality.Rd,0,0,0
mrm_uof_weapon_diversity.Rd,0,0,0
mrm_uof_yoy_change.Rd,0,0,0
mrm_var_test.Rd,0,0,1
n_effective_tests.Rd,0,0,0
n_stat_commands.Rd,0,0,0
nested_cross_validate.Rd,0,0,1
normality_suite.Rd,0,0,0
nstat.Rd,0,0,1
number_needed_to_harm.Rd,0,0,0
number_needed_to_treat.Rd,0,0,0
nw_regression.Rd,0,0,0
odds_ratio.Rd,0,0,0
odds_ratio_table.Rd,0,0,0
okrig.Rd,0,0,1
omega_squared.Rd,0,0,0
omitted_variable_bias.Rd,0,0,0
one_proportion_ztest.Rd,0,0,0
one_sample_ttest.Rd,0,0,0
one_way_anova.Rd,0,0,0
optcl.Rd,0,0,1
or_to_d.Rd,0,0,0
or_to_r.Rd,0,0,0
otis_causal.Rd,0,0,0
paired_permutation_test.Rd,0,0,0
paired_ttest.Rd,0,0,0
parametric_bootstrap.Rd,0,0,0
partial_correlation.Rd,0,0,0
partial_eta_squared.Rd,0,0,0
pburg.Rd,0,1,1
pcgenv.Rd,0,1,1
pcgmur.Rd,0,1,1
pcgseg.Rd,0,1,1
pearson_correlation.Rd,0,0,0
permt.Rd,0,0,0
permutation_fdr.Rd,0,0,1
permutation_fwer.Rd,0,0,1
permutation_test.Rd,0,0,0
perplexity_metric.Rd,0,0,0
pettitt_changepoint.Rd,0,0,0
pfd.Rd,0,1,1
ph_assumption_test.Rd,0,0,0
phi_coefficient.Rd,0,0,0
point_biserial_correlation.Rd,0,0,0
polrz.Rd,0,0,1
prediction_interval.Rd,0,0,0
preprocess_eeg.Rd,0,0,0
preprocess_fmri.Rd,0,0,0
print.morie_audit_result.Rd,0,0,0
print.morie_tokenizer.Rd,0,0,0
print.morie_tps_result.Rd,0,0,0
print.morie_variable_taxonomy.Rd,0,0,0
probabilistic_bias_analysis.Rd,0,0,0
pspln.Rd,0,0,0
quntf.Rd,0,0,0
r_effect_size.Rd,0,0,0
r_squared.Rd,0,0,0
r_to_d.Rd,0,0,0
r_to_or.Rd,0,0,0
ramsey_reset_test.Rd,0,0,0
random_effects_meta.Rd,0,0,0
rank_biserial_correlation.Rd,0,0,0
rate_ratio.Rd,0,0,0
rcall.Rd,0,0,1
register_stat_command.Rd,0,0,0
regression_table.Rd,0,0,0
repeated_cv.Rd,0,0,0
repeated_measures_anova.Rd,0,0,0
repetition_penalty.Rd,0,0,0
resolve_stat_command.Rd,0,0,0
retlv.Rd,0,0,0
rgadp.Rd,0,0,1
rgapn.Rd,0,0,1
rgarb.Rd,0,0,1
rgcoh.Rd,0,1,1
rgcrl.Rd,0,0,1
rgdfa.Rd,0,0,1
rgeeg.Rd,0,1,1
rgemg.Rd,0,0,1
rgenv.Rd,0,0,1
rgfir.Rd,0,1,1
rghfd.Rd,0,0,1
rghrv.Rd,0,0,1
rgiir.Rd,0,1,1
rglyp.Rd,0,0,1
rgpsd.Rd,0,1,1
rgqrs.Rd,0,1,1
rgsam.Rd,0,0,1
rgstf.Rd,0,1,1
rgwav.Rd,0,1,1
rgzcr.Rd,0,0,1
risk_difference.Rd,0,0,0
risk_ratio.Rd,0,0,0
rkhsc.Rd,0,0,0
rlhf_reward.Rd,0,0,0
rms_norm.Rd,0,0,0
rosenbaum_bounds.Rd,0,0,0
rrint.Rd,0,1,1
run_stat_command.Rd,0,0,0
runs_test.Rd,0,0,0
sampen.Rd,0,1,1
sampling.Rd,0,0,0
san_score.Rd,0,0,0
sarla.Rd,0,0,1
sarre.Rd,0,0,1
score_data_quality.Rd,0,0,0
score_test.Rd,0,0,0
semi_partial_correlation.Rd,0,0,0
sensitivity.Rd,0,0,0
sensitivity_rosenbaum.Rd,0,0,0
sensitivity_summary.Rd,0,0,0
sglm.Rd,0,0,1
sgolay.Rd,0,1,1
shapiro_wilk.Rd,0,0,0
sidak.Rd,0,0,0
silverman_bandwidth.Rd,0,0,0
simes_combined.Rd,0,0,0
smixd.Rd,0,0,1
sobls.Rd,0,0,0
sparse_attention.Rd,0,0,0
spblk.Rd,0,0,1
spcrs.Rd,0,0,1
spearman_correlation.Rd,0,0,0
specification_curve.Rd,0,0,0
sptag.Rd,0,0,1
sptau.Rd,0,0,1
sptrn.Rd,0,0,1
stacv.Rd,0,0,1
standardized_coefficients.Rd,0,0,0
stat_bridge_exec.Rd,0,0,0
stat_bridge_fn_info.Rd,0,0,0
stat_bridge_fn_search.Rd,0,0,0
stat_bridge_help.Rd,0,0,0
stat_bridge_main.Rd,0,0,0
stat_bridge_registry_json.Rd,0,0,0
stat_bridge_verify.Rd,0,0,0
stat_command.Rd,0,0,0
statistics.Rd,0,0,0
stkrg.Rd,0,0,1
storey_q.Rd,0,0,0
stouffer_combined.Rd,0,0,0
strat.Rd,0,0,0
stvar.Rd,0,0,1
subsampling.Rd,0,0,0
substance_categories.Rd,0,0,1
summary_statistics_table.Rd,0,0,0
swiglu_activation.Rd,0,0,0
table1.Rd,0,0,0
tables_pub.Rd,0,0,0
temperature_scaling.Rd,0,0,0
temporal_validate.Rd,0,0,0
time_series_advanced_helpers.Rd,0,0,0
tippett_combined.Rd,0,0,0
tipping_point_analysis.Rd,0,0,0
top_k_decoding.Rd,0,0,0
top_p_nucleus.Rd,0,0,0
tps_crime.Rd,0,0,0
tps_csi.Rd,0,0,0
tps_spatial.Rd,0,0,0
tps_spatial_advanced.Rd,0,0,0
tpspn.Rd,0,0,0
treatment_effect_table.Rd,0,0,0
two_proportion_ztest.Rd,0,0,0
two_sample_ttest.Rd,0,0,0
two_way_anova.Rd,0,0,0
ukrig.Rd,0,0,1
unfdl.Rd,0,0,1
validate_schema.Rd,0,0,0
validation.Rd,0,0,0
vargha_delaney_a.Rd,0,0,0
variable_taxonomy.Rd,0,0,0
variance_equality_suite.Rd,0,0,0
variance_ratio.Rd,0,0,0
vines.Rd,0,0,0
vrgft.Rd,0,0,1
vrgm.Rd,0,0,1
vtpwr.Rd,0,0,1
wald_test.Rd,0,0,0
welch.Rd,0,1,1
welch_ttest.Rd,0,0,0
wilcoxon_signed_rank.Rd,0,0,0
wild_bootstrap.Rd,0,0,0
wnom.Rd,0,0,1
word_embedding.Rd,0,0,0
