"cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"10006886","2006-01-01T00:00:00.000","01:30:00","2006-01-01T00:00:00.000","01:40:00","40","2006-01-01T00:00:00.000","121","CRIMINAL MISCHIEF & RELATED OF","267","MISCHIEF, CRIMINAL 3 & 2, OF M","COMPLETED","FELONY","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007345","236095","(null)","(null)","(null)",,"40.814673","-73.916564","(40.814673, -73.916564)","PATROL BORO BRONX","(null)","25-44","BLACK","M"
"10006887","2006-01-01T00:00:00.000","09:05:00","2006-01-01T00:00:00.000","09:07:00","40","2006-01-01T00:00:00.000","121","CRIMINAL MISCHIEF & RELATED OF","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","BRONX","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006718","233117","(null)","(null)","(null)",,"40.8065","-73.918838","(40.8065, -73.918838)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","D"
"10006888","2006-01-02T00:00:00.000","14:50:00",,"(null)","40","2006-01-02T00:00:00.000","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007850","232648","(null)","(null)","(null)",,"40.805211","-73.91475","(40.805211, -73.91475)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"10006890","2006-01-03T00:00:00.000","09:21:00",,"(null)","40","2006-01-03T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","6133","1007096","239167","(null)","(null)","(null)",,"40.823107","-73.917453","(40.823107, -73.917453)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","F"
"10006891","2006-01-02T00:00:00.000","21:20:00",,"(null)","40","2006-01-03T00:00:00.000","126","MISCELLANEOUS PENAL LAW","198","CRIMINAL CONTEMPT 1","COMPLETED","FELONY","BRONX","(null)","HIGHWAY/PARKWAY","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1004926","234532","25-44","BLACK HISPANIC","M",,"40.81039618","-73.92531074","(40.81039618, -73.92531074)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","M"
"10006893","2006-01-03T00:00:00.000","08:55:00",,"(null)","40","2006-01-03T00:00:00.000","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007191","237130","(null)","BLACK","M",,"40.81751293","-73.91711827","(40.81751293, -73.91711827)","PATROL BORO BRONX","(null)","<18","WHITE HISPANIC","M"
"10006894","2006-01-03T00:00:00.000","10:30:00","2006-01-03T00:00:00.000","11:05:00","40","2006-01-03T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008095","233594","(null)","(null)","(null)",,"40.807808","-73.913863","(40.807808, -73.913863)","PATROL BORO BRONX","(null)","18-24","BLACK","F"
"10006895","2006-01-03T00:00:00.000","14:00:00","2006-01-03T00:00:00.000","14:36:00","40","2006-01-03T00:00:00.000","364","OTHER STATE LAWS (NON PENAL LA","809","TAX LAW","COMPLETED","MISDEMEANOR","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007046","236603","(null)","(null)","(null)",,"40.81606683","-73.91764392","(40.81606683, -73.91764392)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"10006896","2006-01-03T00:00:00.000","13:40:00",,"(null)","40","2006-01-03T00:00:00.000","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","DRUG STORE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006762","236697","25-44","BLACK HISPANIC","F",,"40.816328","-73.918668","(40.816328, -73.918668)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","D"
"10006899","2006-01-03T00:00:00.000","15:57:00",,"(null)","40","2006-01-03T00:00:00.000","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","BRONX","(null)","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006789","237559","(null)","(null)","(null)",,"40.81869144","-73.91856919","(40.81869144, -73.91856919)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"10006900","2006-01-01T00:00:00.000","13:00:00","2006-01-03T00:00:00.000","17:57:00","40","2006-01-03T00:00:00.000","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1010155","236285","(null)","(null)","(null)",,"40.815187","-73.90641","(40.815187, -73.90641)","PATROL BORO BRONX","(null)","45-64","WHITE HISPANIC","F"
"10006903","2006-01-02T00:00:00.000","00:00:00","2006-01-02T00:00:00.000","00:20:00","40","2006-01-02T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1003974","235187","(null)","BLACK","M",,"40.812188","-73.928745","(40.812188, -73.928745)","PATROL BORO BRONX","(null)","18-24","BLACK","F"
"10006904","2005-01-02T00:00:00.000","05:10:00","2006-01-02T00:00:00.000","05:16:00","40","2006-01-02T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008312","238086","(null)","BLACK","M",,"40.82013389","-73.91306488","(40.82013389, -73.91306488)","PATROL BORO BRONX","(null)","25-44","BLACK","M"
"10006905","2006-01-02T00:00:00.000","22:02:00","2006-01-02T00:00:00.000","22:06:00","40","2006-01-02T00:00:00.000","126","MISCELLANEOUS PENAL LAW","198","CRIMINAL CONTEMPT 1","COMPLETED","FELONY","BRONX","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006499","233565","25-44","WHITE HISPANIC","M",,"40.80773","-73.91963","(40.80773, -73.91963)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","F"
"10006906","2006-01-01T00:00:00.000","21:00:00","2006-01-02T00:00:00.000","14:00:00","40","2006-01-02T00:00:00.000","126","MISCELLANEOUS PENAL LAW","117","RECKLESS ENDANGERMENT 1","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","765","1010515","236824","(null)","(null)","(null)",,"40.816666","-73.905107","(40.816666, -73.905107)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","M"
"10006907","2006-01-02T00:00:00.000","19:00:00","2006-01-02T00:00:00.000","22:20:00","40","2006-01-02T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1010003","235726","(null)","(null)","(null)",,"40.81365159","-73.90696442","(40.81365159, -73.90696442)","PATROL BORO BRONX","(null)","25-44","BLACK HISPANIC","M"
"10006908","2005-12-31T00:00:00.000","21:00:00","2006-01-01T00:00:00.000","09:58:00","40","2006-01-01T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","REAR OF","PARKING LOT/GARAGE (PUBLIC)","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1010206","238119","(null)","(null)","(null)",,"40.820221","-73.906221","(40.820221, -73.906221)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","F"
"10006909","2006-01-01T00:00:00.000","20:00:00","2006-01-02T00:00:00.000","09:20:00","40","2006-01-02T00:00:00.000","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1004243","237140","(null)","(null)","(null)",,"40.817548","-73.927767","(40.817548, -73.927767)","PATROL BORO BRONX","(null)","25-44","BLACK HISPANIC","M"
"10006910","2005-01-04T00:00:00.000","00:04:00","2006-01-04T00:00:00.000","00:04:00","40","2006-01-04T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","14928","1005919","236106","(null)","(null)","(null)",,"40.814706","-73.921716","(40.814706, -73.921716)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"10006911","2006-01-01T00:00:00.000","02:00:00","2006-01-01T00:00:00.000","02:40:00","40","2006-01-01T00:00:00.000","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006648","237161","(null)","(null)","(null)",,"40.8176","-73.919079","(40.8176, -73.919079)","PATROL BORO BRONX","(null)","(null)","BLACK","M"
"10006912","2006-01-03T00:00:00.000","00:30:00",,"(null)","40","2006-01-04T00:00:00.000","236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","5140","1009877","237469","(null)","(null)","(null)",,"40.818437","-73.907411","(40.818437, -73.907411)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"10006913","2005-01-03T00:00:00.000","23:55:00",,"(null)","40","2006-01-04T00:00:00.000","235","DANGEROUS DRUGS","567","MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005599","235599","(null)","(null)","(null)",,"40.81331475","-73.92287475","(40.81331475, -73.92287475)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"10006914","2006-01-02T00:00:00.000","20:50:00",,"(null)","40","2006-01-02T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1010511","235588","(null)","BLACK","F",,"40.81327132","-73.90512975","(40.81327132, -73.90512975)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","M"
"10006915","2006-01-03T00:00:00.000","06:00:00",,"(null)","40","2006-01-03T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1010257","235657","(null)","(null)","(null)",,"40.81346146","-73.90604708","(40.81346146, -73.90604708)","PATROL BORO BRONX","(null)","18-24","WHITE HISPANIC","F"
"10006916","2006-01-02T00:00:00.000","08:00:00",,"(null)","40","2006-01-02T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008140","234041","25-44","BLACK HISPANIC","M",,"40.809034","-73.913698","(40.809034, -73.913698)","PATROL BORO BRONX","(null)","25-44","BLACK HISPANIC","F"
"10006917","2006-01-01T00:00:00.000","16:20:00",,"(null)","40","2006-01-01T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005334","233593","18-24","WHITE HISPANIC","F",,"40.80780948","-73.92383839","(40.80780948, -73.92383839)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","F"
"10006918","2006-01-03T00:00:00.000","23:00:00",,"(null)","40","2006-01-04T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","846","1005407","235915","18-24","BLACK","M",,"40.814183","-73.923567","(40.814183, -73.923567)","PATROL BORO BRONX","(null)","18-24","WHITE HISPANIC","F"
